               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 137,              1.5796,             0.98726,              1.4824,             0.77812,             0.62269,             0.64904,             0.34462,                   0,                   0,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,              1.5587,               1.009,              1.5169,             0.78285,             0.69217,             0.70234,             0.36598,                   0,                   0,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,              1.5577,             0.99658,              1.5036,             0.80496,             0.71301,             0.73704,             0.39483,                   0,                   0,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,               1.608,              1.0231,              1.5338,              0.6506,             0.34182,             0.37109,             0.17047,                   0,                   0,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,              1.6084,              1.0419,              1.5132,             0.77963,             0.43142,             0.51174,             0.26658,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                 142,              1.5622,              1.0122,              1.5152,             0.11788,             0.03261,            0.063563,            0.030489,                   0,                   0,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,              1.5504,              1.0008,              1.5082,             0.83005,             0.72991,             0.75979,             0.39427,                   0,                   0,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,              1.5569,             0.98071,              1.4912,             0.78527,             0.59568,             0.65511,             0.32835,                   0,                   0,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,              1.5415,               1.022,              1.4973,              0.6654,             0.30887,             0.34893,             0.16927,                   0,                   0,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,              1.5452,             0.98333,              1.4952,             0.83574,             0.70348,             0.74056,             0.40206,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                 147,              1.5274,             0.97491,              1.5018,             0.19528,               0.231,             0.18554,            0.069745,                   0,                   0,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,              1.5603,              1.0024,              1.5059,             0.44624,             0.28947,             0.32758,             0.15396,                   0,                   0,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,              1.4952,             0.96018,              1.4612,             0.80733,             0.59683,             0.66212,             0.32393,                   0,                   0,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,               1.556,             0.99119,              1.4965,             0.84366,             0.54293,             0.62577,             0.31653,                   0,                   0,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,              1.5236,              0.9797,              1.4681,             0.23634,             0.17043,              0.1682,            0.065155,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                 152,              1.6218,              1.0421,              1.5461,             0.70641,             0.38283,             0.43893,             0.22689,                   0,                   0,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,              1.5276,              0.9697,              1.4684,              0.7901,             0.70137,              0.7104,             0.37505,                   0,                   0,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,              1.5553,             0.98769,              1.4921,              0.7538,             0.43543,             0.49757,             0.25845,                   0,                   0,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,              1.5386,             0.97152,              1.4483,             0.65067,             0.39243,             0.42046,             0.20818,                   0,                   0,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              1.5242,             0.98123,              1.4615,             0.82068,             0.48411,             0.57627,             0.28492,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                 157,               1.504,               0.952,              1.4436,             0.83816,             0.69724,             0.74317,             0.39567,                   0,                   0,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,               1.525,             0.96908,              1.5035,             0.54116,             0.31198,             0.33014,             0.14585,                   0,                   0,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,              1.4996,             0.95181,                1.46,              0.6717,             0.35426,             0.39669,             0.19929,                   0,                   0,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,              1.5003,             0.95572,              1.4575,             0.86306,             0.67786,             0.75228,             0.39561,                   0,                   0,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,              1.5465,             0.99534,              1.5088,             0.86061,              0.5271,             0.63104,             0.33724,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 162,               1.439,             0.92082,              1.4351,             0.58051,             0.31386,             0.35688,             0.15686,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,              1.5265,             0.97348,              1.4767,             0.75903,             0.64086,             0.67016,             0.36426,                   0,                   0,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,              1.4635,             0.92487,              1.4431,              0.6249,             0.48644,             0.51453,              0.2499,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,              1.5082,             0.96215,              1.4533,             0.71933,             0.55952,             0.59719,             0.29524,                   0,                   0,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,              1.4641,             0.91156,              1.4296,             0.86918,             0.68596,             0.74905,             0.39057,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 167,              1.5001,             0.93841,              1.4687,             0.81058,             0.69138,             0.74272,             0.38621,                   0,                   0,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,              1.5127,             0.93994,               1.458,             0.80103,             0.59547,             0.66887,             0.35488,                   0,                   0,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,              1.5232,             0.94045,               1.438,             0.85642,               0.726,             0.76425,             0.41739,                   0,                   0,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,              1.4782,              0.9081,                1.43,             0.82484,              0.7443,              0.7573,             0.40574,                   0,                   0,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,              1.4728,             0.91325,              1.4439,             0.85247,             0.72824,             0.75483,             0.40333,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 172,              1.5032,             0.95521,               1.456,           0.0006105,          0.00069444,          0.00030751,          6.1501e-05,                   0,                   0,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,              1.4711,             0.93099,              1.4521,             0.83354,             0.68782,             0.72012,             0.35961,                   0,                   0,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,               1.466,              0.9321,              1.4328,              0.7219,             0.49352,             0.53787,             0.26295,                   0,                   0,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,               1.453,             0.89251,              1.4134,             0.84519,             0.69022,             0.74043,             0.40223,                   0,                   0,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,               1.471,             0.91951,              1.4209,             0.36811,             0.25481,             0.28529,             0.12176,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 177,              1.4783,              0.9337,              1.4601,             0.87404,             0.71106,             0.75578,             0.40853,                   0,                   0,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,              1.4599,              0.9292,              1.4389,             0.86638,             0.71998,             0.75706,             0.40862,                   0,                   0,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,              1.4491,             0.91293,               1.446,             0.74833,             0.63872,             0.67113,             0.34493,                   0,                   0,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,              1.4603,             0.91884,              1.4177,             0.82955,             0.65489,             0.72369,             0.38924,                   0,                   0,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,              1.4945,             0.94546,              1.4688,             0.84692,             0.68081,             0.74698,             0.40625,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 182,              1.4731,             0.91369,              1.4347,             0.88719,             0.72713,             0.78771,             0.42485,                   0,                   0,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,              1.4131,             0.87052,              1.4108,             0.23759,             0.29104,             0.20364,            0.093232,                   0,                   0,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,              1.4402,             0.89587,              1.4146,              0.8447,             0.69585,             0.73782,             0.40008,                   0,                   0,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,              1.5168,             0.95681,               1.453,             0.74963,             0.39556,             0.45712,             0.21725,                   0,                   0,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,              1.4695,             0.91468,              1.4206,             0.83572,             0.55261,             0.61275,             0.32144,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 187,              1.4535,              0.8979,              1.4311,             0.83506,             0.63496,             0.70693,             0.37285,                   0,                   0,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,              1.4383,             0.92369,              1.4186,             0.85726,             0.72105,             0.76881,             0.41196,                   0,                   0,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,              1.4403,             0.88427,              1.4083,             0.16368,            0.071437,            0.089134,            0.032376,                   0,                   0,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,              1.4446,             0.89369,              1.4173,             0.70745,              0.5438,             0.56992,             0.28408,                   0,                   0,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,              1.4204,             0.88799,              1.4208,             0.28292,              0.2412,             0.14693,            0.057632,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 192,              1.4246,             0.88634,              1.4126,             0.77831,              0.5669,             0.62089,             0.31537,                   0,                   0,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,              1.4327,             0.89075,              1.4203,             0.83435,             0.72915,              0.7534,              0.4079,                   0,                   0,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,              1.4391,             0.89074,              1.4339,             0.67648,             0.48456,              0.5336,             0.25828,                   0,                   0,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,              1.4464,             0.90406,              1.4384,             0.68171,             0.49465,             0.57311,             0.28107,                   0,                   0,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,              1.4786,             0.91021,              1.4356,             0.78273,             0.59348,             0.65506,             0.34857,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 197,              1.4515,             0.92446,              1.4382,             0.60736,             0.33949,             0.41783,             0.18457,                   0,                   0,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,              1.4098,             0.87309,              1.3869,             0.81757,             0.69313,             0.73319,             0.39515,                   0,                   0,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,              1.4723,             0.92595,              1.4574,             0.74618,             0.62704,             0.65841,             0.32862,                   0,                   0,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,              1.4455,             0.91576,               1.441,             0.84198,             0.75638,              0.7713,             0.41828,                   0,                   0,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,              1.4405,             0.89868,               1.432,             0.77068,             0.64175,             0.68716,             0.35401,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 202,              1.4159,             0.88319,              1.4039,              0.7692,             0.63965,             0.68987,             0.36172,                   0,                   0,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,              1.4068,             0.86124,              1.4028,             0.77812,             0.61977,             0.66694,             0.35119,                   0,                   0,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,              1.3907,             0.86589,              1.4013,             0.80532,             0.65098,             0.71318,             0.35759,                   0,                   0,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,              1.3768,             0.84783,              1.3741,             0.82595,             0.73046,             0.76459,             0.41453,                   0,                   0,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,              1.4153,             0.86864,               1.416,             0.78544,             0.55715,             0.63346,             0.32278,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 207,              1.4198,             0.87791,              1.4166,             0.83853,             0.73792,             0.77289,             0.42965,                   0,                   0,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,              1.4387,             0.88013,              1.4292,             0.86685,             0.73852,             0.76887,              0.4174,                   0,                   0,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,              1.4083,             0.86666,              1.4002,             0.82777,             0.69644,             0.75236,             0.40171,                   0,                   0,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,              1.4225,             0.88481,               1.389,             0.81882,             0.64858,             0.70333,             0.36957,                   0,                   0,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,              1.3871,             0.85994,              1.3911,             0.34473,             0.10631,             0.21397,             0.10488,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 212,              1.3942,             0.87457,              1.3954,              0.7833,             0.41136,             0.49582,             0.24122,                   0,                   0,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,              1.4036,              0.8644,              1.4063,             0.85097,             0.69286,             0.75465,              0.4203,                   0,                   0,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,               1.386,              0.8565,              1.3913,             0.85247,             0.71903,             0.75659,             0.40089,                   0,                   0,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,              1.3844,             0.83516,               1.351,             0.84848,             0.68702,             0.74397,             0.39845,                   0,                   0,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,              1.3913,              0.8588,              1.4014,             0.41924,            0.052721,             0.22526,             0.11543,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 217,              1.3815,             0.84756,              1.3671,             0.84496,              0.6987,             0.75177,             0.39339,                   0,                   0,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,              1.4044,             0.87357,               1.394,             0.85875,             0.71507,              0.7876,             0.40684,                   0,                   0,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,              1.4348,             0.89121,              1.4157,             0.76691,             0.65234,             0.67192,             0.35421,                   0,                   0,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,              1.3598,             0.84455,              1.3774,              0.8635,             0.72701,             0.76493,             0.41687,                   0,                   0,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,              1.3745,             0.83824,              1.3769,             0.83443,             0.69693,             0.75706,             0.40597,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 222,              1.3988,             0.87933,               1.405,             0.76172,             0.56918,             0.63179,             0.31664,                   0,                   0,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,              1.3798,             0.83835,              1.3611,             0.89593,              0.7275,             0.79907,              0.4314,                   0,                   0,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,              1.3741,             0.85442,              1.3701,             0.79846,             0.61149,             0.67383,             0.35819,                   0,                   0,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,              1.4171,             0.87363,              1.3938,             0.88652,             0.73786,             0.80079,             0.44226,                   0,                   0,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,               1.338,             0.83508,              1.3735,             0.81255,             0.63174,             0.70147,             0.36903,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 227,              1.4565,             0.90865,              1.4311,             0.64522,             0.45162,             0.47871,             0.22737,                   0,                   0,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,              1.3734,             0.85862,              1.3911,             0.83439,             0.72058,             0.74982,             0.40576,                   0,                   0,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,               1.405,             0.87147,               1.409,             0.80696,             0.45813,             0.53458,             0.25137,                   0,                   0,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,                1.37,             0.84187,               1.386,             0.82164,             0.69147,             0.74273,             0.40738,                   0,                   0,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,              1.3959,             0.88344,              1.4094,             0.69505,             0.54122,             0.56378,             0.27434,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 232,              1.3684,             0.84485,              1.4049,             0.85794,             0.73741,             0.78645,             0.42063,                   0,                   0,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,              1.3668,             0.83619,              1.3841,             0.82227,             0.69446,             0.73056,             0.38571,                   0,                   0,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,              1.3636,             0.84717,              1.3892,             0.87383,             0.64739,              0.7375,             0.39769,                   0,                   0,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,              1.3861,             0.85689,              1.3932,             0.81878,              0.7161,             0.74379,             0.40382,                   0,                   0,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,              1.3247,              0.8103,              1.3573,             0.87399,             0.71955,             0.78687,             0.42598,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 237,              1.3572,             0.83114,              1.3708,             0.79231,             0.41937,             0.50891,             0.24432,                   0,                   0,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,              1.3492,             0.81852,              1.3697,             0.86719,             0.72935,             0.77813,             0.41787,                   0,                   0,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,              1.3271,             0.81844,               1.352,             0.84527,             0.71318,             0.75411,             0.39711,                   0,                   0,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,              1.3293,             0.82238,              1.3664,             0.79671,             0.42943,             0.51719,             0.25674,                   0,                   0,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,              1.3923,              0.8712,              1.4054,             0.81882,             0.65948,             0.72234,             0.38404,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 242,              1.4068,             0.86513,              1.4014,             0.86933,             0.75496,             0.80684,             0.43883,                   0,                   0,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,              1.3791,              0.8344,              1.3933,             0.86255,             0.73542,             0.80601,              0.4295,                   0,                   0,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,              1.3894,             0.86187,              1.3907,             0.80684,             0.66765,             0.69296,             0.35836,                   0,                   0,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,              1.3448,             0.83147,              1.3638,             0.83673,              0.7254,             0.77982,             0.41696,                   0,                   0,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,              1.3544,             0.82986,              1.3796,               0.888,             0.73296,              0.8177,             0.43606,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 247,               1.363,             0.84202,              1.3854,             0.90858,             0.76892,             0.82786,             0.44582,                   0,                   0,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,              1.3219,             0.80031,              1.3483,             0.92075,             0.76865,             0.81353,             0.43368,                   0,                   0,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,              1.3765,             0.85009,              1.3776,             0.64359,             0.15264,             0.26034,             0.11606,                   0,                   0,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,              1.3409,             0.83122,               1.367,             0.86136,             0.76972,             0.80136,             0.43807,                   0,                   0,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,              1.3045,             0.80458,              1.3537,              0.1754,             0.18607,             0.17409,             0.07829,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 252,              1.3379,             0.82184,              1.3649,             0.47253,             0.13185,             0.29578,             0.14677,                   0,                   0,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,              1.3559,             0.82349,              1.3772,             0.83322,             0.69841,             0.74392,             0.40503,                   0,                   0,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,              1.3423,             0.83477,              1.3852,             0.87569,              0.7449,             0.79654,             0.42801,                   0,                   0,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,              1.3243,             0.81609,              1.3621,             0.85467,             0.74847,             0.79351,             0.43324,                   0,                   0,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,              1.2972,              0.7902,              1.3449,             0.84143,             0.67528,             0.73256,             0.39951,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 257,              1.3885,             0.84732,              1.3803,             0.86566,              0.7306,             0.77907,             0.43927,                   0,                   0,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,              1.3416,             0.82934,              1.3624,             0.86027,             0.74914,             0.77969,             0.43959,                   0,                   0,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,              1.3273,             0.80948,              1.3516,             0.85978,             0.73206,             0.78262,             0.43933,                   0,                   0,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,              1.3279,              0.8003,              1.3258,             0.70149,             0.41904,             0.48894,             0.24427,                   0,                   0,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,              1.3316,             0.80436,              1.3587,             0.85224,             0.75129,             0.78529,             0.43644,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 262,              1.2891,             0.78214,              1.3412,             0.84972,             0.72408,             0.76612,             0.41137,                   0,                   0,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,              1.3064,              0.7948,              1.3382,             0.83597,             0.43084,             0.50849,             0.27824,                   0,                   0,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,              1.3115,             0.80559,              1.3379,              0.8722,             0.75519,             0.79126,             0.44318,                   0,                   0,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,              1.3267,             0.80699,              1.3559,             0.86961,             0.71523,             0.75861,             0.42278,                   0,                   0,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,              1.3652,             0.83832,               1.375,             0.45238,             0.18201,             0.32043,             0.15536,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 267,               1.321,              0.8043,              1.3455,             0.76146,             0.59239,             0.66105,             0.33296,                   0,                   0,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,              1.3325,             0.82705,               1.367,             0.81148,             0.69826,              0.7401,             0.39145,                   0,                   0,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,              1.2972,             0.80971,              1.3421,             0.88304,             0.75485,             0.80229,              0.4357,                   0,                   0,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,              1.3071,             0.78561,              1.3453,             0.77642,             0.55031,             0.62686,             0.32274,                   0,                   0,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,              1.2616,             0.76197,              1.3012,             0.87207,             0.74871,             0.80573,             0.43955,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 272,               1.294,             0.79209,              1.3327,             0.87023,             0.71187,             0.77026,             0.42646,                   0,                   0,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,               1.365,              0.8258,              1.3939,             0.59362,             0.22528,             0.28252,             0.13177,                   0,                   0,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,              1.3243,             0.81283,              1.3452,             0.89787,             0.72115,             0.81055,             0.43912,                   0,                   0,                   0,           0.0045946,           0.0045946,           0.0045946
